Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Average,Customer_Segment,Risk_Score,Risk_Level,Recommended_Action
12395.0,19,15,4721.17,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
12396.0,674,1,931.43,1,1,3,5,1.6666666666666667,Lost Customers,70.0,High Risk,Win-Back Campaign
12397.0,36,2,2409.9,4,2,4,10,3.3333333333333335,New / Promising,30.0,Low Risk,Loyalty / Upsell Campaign
12398.0,46,1,1635.6599999999999,4,1,4,9,3.0,New / Promising,35.0,Medium Risk,Customer Engagement Campaign
12399.0,119,7,1962.3,3,4,4,11,3.6666666666666665,Potential Loyalists,30.0,Low Risk,Loyalty / Upsell Campaign
12400.0,414,1,205.25,1,1,1,3,1.0,Lost Customers,80.0,High Risk,Win-Back Campaign
12401.0,303,1,84.3,2,1,1,4,1.3333333333333333,Lost Customers,70.0,High Risk,Win-Back Campaign
12402.0,323,6,1256.9,2,4,4,10,3.3333333333333335,At Risk,40.0,Medium Risk,Customer Engagement Campaign
12403.0,50,2,1019.36,4,2,3,9,3.0,New / Promising,35.0,Medium Risk,Customer Engagement Campaign
12404.0,682,1,63.24,1,1,1,3,1.0,Lost Customers,80.0,High Risk,Win-Back Campaign
12405.0,149,1,1710.39,3,1,4,8,2.6666666666666665,Potential Loyalists,45.0,Medium Risk,Customer Engagement Campaign
12406.0,22,5,6390.36,4,4,5,13,4.333333333333333,Champions,15.0,Low Risk,Loyalty / Upsell Campaign
12407.0,50,5,1708.1200000000001,4,4,4,12,4.0,Champions,20.0,Low Risk,Loyalty / Upsell Campaign
12408.0,33,8,4340.7699999999995,4,4,5,13,4.333333333333333,Champions,15.0,Low Risk,Loyalty / Upsell Campaign
12409.0,79,7,23419.29,3,4,5,12,4.0,Potential Loyalists,25.0,Low Risk,Loyalty / Upsell Campaign
12410.0,309,3,1013.71,2,3,3,8,2.6666666666666665,At Risk,50.0,Medium Risk,Customer Engagement Campaign
12411.0,410,1,346.9,2,1,2,5,1.6666666666666667,Lost Customers,65.0,High Risk,Win-Back Campaign
12412.0,75,6,2596.93,3,4,4,11,3.6666666666666665,Potential Loyalists,30.0,Low Risk,Loyalty / Upsell Campaign
12413.0,67,4,999.45,3,3,3,9,3.0,Potential Loyalists,40.0,Medium Risk,Customer Engagement Campaign
12414.0,217,6,952.41,2,4,3,9,3.0,At Risk,45.0,Medium Risk,Customer Engagement Campaign
12415.0,24,28,144458.37,4,5,5,14,4.666666666666667,Champions,10.0,Low Risk,Loyalty / Upsell Campaign
12416.0,657,1,202.56,1,1,1,3,1.0,Lost Customers,80.0,High Risk,Win-Back Campaign
12417.0,3,20,6797.41,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
12418.0,113,4,2021.2,3,3,4,10,3.3333333333333335,Potential Loyalists,35.0,Medium Risk,Customer Engagement Campaign
12419.0,386,2,503.01,2,2,2,6,2.0,Lost Customers,60.0,High Risk,Win-Back Campaign
12420.0,64,1,600.39,3,1,2,6,2.0,Potential Loyalists,55.0,Medium Risk,Customer Engagement Campaign
12421.0,16,6,1098.6,5,4,3,12,4.0,Loyal Customers,15.0,Low Risk,Loyalty / Upsell Campaign
12422.0,96,17,5231.8,3,5,5,13,4.333333333333333,Potential Loyalists,20.0,Low Risk,Loyalty / Upsell Campaign
12423.0,1,10,2622.39,5,5,4,14,4.666666666666667,Champions,5.0,Low Risk,Loyalty / Upsell Campaign
12424.0,163,4,3340.03,3,3,5,11,3.6666666666666665,Potential Loyalists,30.0,Low Risk,Loyalty / Upsell Campaign
12425.0,78,2,1741.41,3,2,4,9,3.0,Potential Loyalists,40.0,Medium Risk,Customer Engagement Campaign
12426.0,195,2,1345.21,2,2,4,8,2.6666666666666665,Lost Customers,50.0,Medium Risk,Customer Engagement Campaign
12427.0,22,3,825.8,4,3,3,10,3.3333333333333335,Loyal Customers,30.0,Low Risk,Loyalty / Upsell Campaign
12428.0,26,9,7956.46,4,5,5,14,4.666666666666667,Champions,10.0,Low Risk,Loyalty / Upsell Campaign
12429.0,9,8,6204.41,5,4,5,14,4.666666666666667,Champions,5.0,Low Risk,Loyalty / Upsell Campaign
12430.0,43,1,256.4,4,1,1,6,2.0,New / Promising,50.0,Medium Risk,Customer Engagement Campaign
12431.0,36,27,10432.22,4,5,5,14,4.666666666666667,Champions,10.0,Low Risk,Loyalty / Upsell Campaign
12432.0,43,5,5059.32,4,4,5,13,4.333333333333333,Champions,15.0,Low Risk,Loyalty / Upsell Campaign
12433.0,1,10,16794.14,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
12434.0,85,3,1103.43,3,3,3,9,3.0,Potential Loyalists,40.0,Medium Risk,Customer Engagement Campaign
12435.0,80,6,13925.93,3,4,5,12,4.0,Potential Loyalists,25.0,Low Risk,Loyalty / Upsell Campaign
12436.0,100,1,509.01,3,1,2,6,2.0,Potential Loyalists,55.0,Medium Risk,Customer Engagement Campaign
12437.0,2,39,12683.4,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
12438.0,14,2,2906.85,5,2,4,11,3.6666666666666665,New / Promising,20.0,Low Risk,Loyalty / Upsell Campaign
12439.0,683,2,1142.88,1,2,3,6,2.0,Lost Customers,65.0,High Risk,Win-Back Campaign
12440.0,462,2,859.2,1,2,3,6,2.0,Lost Customers,65.0,High Risk,Win-Back Campaign
12441.0,367,1,173.55,2,1,1,4,1.3333333333333333,Lost Customers,70.0,High Risk,Win-Back Campaign
12442.0,3,1,172.06,5,1,1,7,2.3333333333333335,New / Promising,40.0,Medium Risk,Customer Engagement Campaign
12443.0,732,1,485.31,1,1,2,4,1.3333333333333333,Lost Customers,75.0,High Risk,Win-Back Campaign
12444.0,21,5,5005.46,4,4,5,13,4.333333333333333,Champions,15.0,Low Risk,Loyalty / Upsell Campaign
12445.0,22,2,434.98,4,2,2,8,2.6666666666666665,New / Promising,40.0,Medium Risk,Customer Engagement Campaign
12446.0,58,1,1002.3100000000001,4,1,3,8,2.6666666666666665,New / Promising,40.0,Medium Risk,Customer Engagement Campaign
12447.0,243,1,476.49,2,1,2,5,1.6666666666666667,Lost Customers,65.0,High Risk,Win-Back Campaign
12448.0,44,1,449.45,4,1,2,7,2.3333333333333335,New / Promising,45.0,Medium Risk,Customer Engagement Campaign
12449.0,22,6,4835.89,4,4,5,13,4.333333333333333,Champions,15.0,Low Risk,Loyalty / Upsell Campaign
12450.0,156,5,688.2,3,4,3,10,3.3333333333333335,Potential Loyalists,35.0,Medium Risk,Customer Engagement Campaign
12451.0,11,8,12669.88,5,4,5,14,4.666666666666667,Champions,5.0,Low Risk,Loyalty / Upsell Campaign
12452.0,17,2,430.57,5,2,2,9,3.0,New / Promising,30.0,Low Risk,Loyalty / Upsell Campaign
12453.0,134,1,707.09,3,1,3,7,2.3333333333333335,Potential Loyalists,50.0,Medium Risk,Customer Engagement Campaign
12454.0,56,5,16679.78,4,4,5,13,4.333333333333333,Champions,15.0,Low Risk,Loyalty / Upsell Campaign
12455.0,73,10,5879.95,3,5,5,13,4.333333333333333,Potential Loyalists,20.0,Low Risk,Loyalty / Upsell Campaign
12456.0,44,3,3181.04,4,3,5,12,4.0,Loyal Customers,20.0,Low Risk,Loyalty / Upsell Campaign
12457.0,66,8,2995.91,3,4,5,12,4.0,Potential Loyalists,25.0,Low Risk,Loyalty / Upsell Campaign
12458.0,71,4,1777.49,3,3,4,10,3.3333333333333335,Potential Loyalists,35.0,Medium Risk,Customer Engagement Campaign
12459.0,605,1,454.36,1,1,2,4,1.3333333333333333,Lost Customers,75.0,High Risk,Win-Back Campaign
12460.0,456,1,326.65,1,1,2,4,1.3333333333333333,Lost Customers,75.0,High Risk,Win-Back Campaign
12461.0,94,2,826.88,3,2,3,8,2.6666666666666665,Potential Loyalists,45.0,Medium Risk,Customer Engagement Campaign
12462.0,19,2,1189.59,5,2,3,10,3.3333333333333335,New / Promising,25.0,Low Risk,Loyalty / Upsell Campaign
12463.0,53,4,1344.78,4,3,4,11,3.6666666666666665,Loyal Customers,25.0,Low Risk,Loyalty / Upsell Campaign
12464.0,10,8,1212.05,5,4,3,12,4.0,Loyal Customers,15.0,Low Risk,Loyalty / Upsell Campaign
12465.0,17,2,742.1899999999999,5,2,3,10,3.3333333333333335,New / Promising,25.0,Low Risk,Loyalty / Upsell Campaign
12466.0,682,1,56.73,1,1,1,3,1.0,Lost Customers,80.0,High Risk,Win-Back Campaign
12467.0,423,1,132.8,1,1,1,3,1.0,Lost Customers,80.0,High Risk,Win-Back Campaign
12468.0,188,5,3670.74,3,4,5,12,4.0,Potential Loyalists,25.0,Low Risk,Loyalty / Upsell Campaign
12469.0,523,2,3070.54,1,2,5,8,2.6666666666666665,Lost Customers,55.0,Medium Risk,Customer Engagement Campaign
12470.0,690,1,211.95,1,1,1,3,1.0,Lost Customers,80.0,High Risk,Win-Back Campaign
12471.0,2,79,39918.19,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
12472.0,32,19,16249.289999999999,4,5,5,14,4.666666666666667,Champions,10.0,Low Risk,Loyalty / Upsell Campaign
12473.0,29,5,3928.0499999999997,4,4,5,13,4.333333333333333,Champions,15.0,Low Risk,Loyalty / Upsell Campaign
12474.0,17,31,12372.75,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
12475.0,54,2,1149.64,4,2,3,9,3.0,New / Promising,35.0,Medium Risk,Customer Engagement Campaign
12476.0,16,23,14083.91,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
12477.0,23,9,20276.37,4,5,5,14,4.666666666666667,Champions,10.0,Low Risk,Loyalty / Upsell Campaign
12478.0,4,1,680.99,5,1,3,9,3.0,New / Promising,30.0,Low Risk,Loyalty / Upsell Campaign
12479.0,11,1,527.2,5,1,2,8,2.6666666666666665,New / Promising,35.0,Medium Risk,Customer Engagement Campaign
12480.0,28,7,5464.85,4,4,5,13,4.333333333333333,Champions,15.0,Low Risk,Loyalty / Upsell Campaign
12481.0,23,15,12185.51,4,5,5,14,4.666666666666667,Champions,10.0,Low Risk,Loyalty / Upsell Campaign
12482.0,576,29,23691.4,1,5,5,11,3.6666666666666665,At Risk,40.0,Medium Risk,Customer Engagement Campaign
12483.0,17,19,5097.18,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
12484.0,33,12,6354.1,4,5,5,14,4.666666666666667,Champions,10.0,Low Risk,Loyalty / Upsell Campaign
12485.0,529,1,708.1,1,1,3,5,1.6666666666666667,Lost Customers,70.0,High Risk,Win-Back Campaign
12486.0,432,1,1037.28,1,1,3,5,1.6666666666666667,Lost Customers,70.0,High Risk,Win-Back Campaign
12487.0,731,1,285.29999999999995,1,1,1,3,1.0,Lost Customers,80.0,High Risk,Win-Back Campaign
12488.0,10,3,1298.66,5,3,4,12,4.0,Loyal Customers,15.0,Low Risk,Loyalty / Upsell Campaign
12489.0,336,1,334.93,2,1,2,5,1.6666666666666667,Lost Customers,65.0,High Risk,Win-Back Campaign
12490.0,5,21,9823.64,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
12491.0,39,1,460.40000000000003,4,1,2,7,2.3333333333333335,New / Promising,45.0,Medium Risk,Customer Engagement Campaign
12492.0,63,3,715.21,3,3,3,9,3.0,Potential Loyalists,40.0,Medium Risk,Customer Engagement Campaign
12493.0,166,2,433.74,3,2,2,7,2.3333333333333335,Potential Loyalists,50.0,Medium Risk,Customer Engagement Campaign
12494.0,16,9,1815.27,5,5,4,14,4.666666666666667,Champions,5.0,Low Risk,Loyalty / Upsell Campaign
12495.0,641,1,357.4,1,1,2,4,1.3333333333333333,Lost Customers,75.0,High Risk,Win-Back Campaign
12496.0,620,2,45.34,1,2,1,4,1.3333333333333333,Lost Customers,75.0,High Risk,Win-Back Campaign
12497.0,82,3,6248.5,3,3,5,11,3.6666666666666665,Potential Loyalists,30.0,Low Risk,Loyalty / Upsell Campaign
12498.0,21,3,403.70000000000005,4,3,2,9,3.0,Loyal Customers,35.0,Medium Risk,Customer Engagement Campaign
12499.0,560,1,393.72,1,1,2,4,1.3333333333333333,Lost Customers,75.0,High Risk,Win-Back Campaign
12500.0,23,19,5955.21,4,5,5,14,4.666666666666667,Champions,10.0,Low Risk,Loyalty / Upsell Campaign
12501.0,337,1,2169.39,2,1,4,7,2.3333333333333335,Lost Customers,55.0,Medium Risk,Customer Engagement Campaign
12502.0,96,5,3723.87,3,4,5,12,4.0,Potential Loyalists,25.0,Low Risk,Loyalty / Upsell Campaign
12503.0,584,1,1126.0,1,1,3,5,1.6666666666666667,Lost Customers,70.0,High Risk,Win-Back Campaign
12504.0,18,4,779.05,5,3,3,11,3.6666666666666665,Loyal Customers,20.0,Low Risk,Loyalty / Upsell Campaign
12505.0,409,1,955.2,2,1,3,6,2.0,Lost Customers,60.0,High Risk,Win-Back Campaign
12506.0,233,1,73.5,2,1,1,4,1.3333333333333333,Lost Customers,70.0,High Risk,Win-Back Campaign
12507.0,134,4,1844.06,3,3,4,10,3.3333333333333335,Potential Loyalists,35.0,Medium Risk,Customer Engagement Campaign
12508.0,26,2,397.88,4,2,2,8,2.6666666666666665,New / Promising,40.0,Medium Risk,Customer Engagement Campaign
12509.0,284,1,176.5,2,1,1,4,1.3333333333333333,Lost Customers,70.0,High Risk,Win-Back Campaign
12510.0,143,9,5178.02,3,5,5,13,4.333333333333333,Potential Loyalists,20.0,Low Risk,Loyalty / Upsell Campaign
12511.0,429,1,3084.02,1,1,5,7,2.3333333333333335,Lost Customers,60.0,High Risk,Priority Retention Campaign
12512.0,66,2,132.18,3,2,1,6,2.0,Potential Loyalists,55.0,Medium Risk,Customer Engagement Campaign
12513.0,113,1,612.29,3,1,3,7,2.3333333333333335,Potential Loyalists,50.0,Medium Risk,Customer Engagement Campaign
12514.0,267,2,1597.76,2,2,4,8,2.6666666666666665,Lost Customers,50.0,Medium Risk,Customer Engagement Campaign
12515.0,353,1,383.7,2,1,2,5,1.6666666666666667,Lost Customers,65.0,High Risk,Win-Back Campaign
12516.0,78,4,2648.62,3,3,4,10,3.3333333333333335,Potential Loyalists,35.0,Medium Risk,Customer Engagement Campaign
12517.0,28,5,2481.6,4,4,4,12,4.0,Champions,20.0,Low Risk,Loyalty / Upsell Campaign
12518.0,1,5,2056.89,5,4,4,13,4.333333333333333,Champions,10.0,Low Risk,Loyalty / Upsell Campaign
12519.0,64,2,716.54,3,2,3,8,2.6666666666666665,Potential Loyalists,45.0,Medium Risk,Customer Engagement Campaign
12520.0,79,5,2634.26,3,4,4,11,3.6666666666666665,Potential Loyalists,30.0,Low Risk,Loyalty / Upsell Campaign
12521.0,143,1,599.68,3,1,2,6,2.0,Potential Loyalists,55.0,Medium Risk,Customer Engagement Campaign
12522.0,39,2,192.72,4,2,1,7,2.3333333333333335,New / Promising,45.0,Medium Risk,Customer Engagement Campaign
12523.0,19,23,4352.35,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
12524.0,9,17,11126.11,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
12525.0,498,3,973.73,1,3,3,7,2.3333333333333335,At Risk,60.0,High Risk,Win-Back Campaign
12526.0,1,3,1316.66,5,3,4,12,4.0,Loyal Customers,15.0,Low Risk,Loyalty / Upsell Campaign
12527.0,82,5,735.51,3,4,3,10,3.3333333333333335,Potential Loyalists,35.0,Medium Risk,Customer Engagement Campaign
12528.0,9,6,1933.48,5,4,4,13,4.333333333333333,Champions,10.0,Low Risk,Loyalty / Upsell Campaign
12529.0,528,1,316.48,1,1,2,4,1.3333333333333333,Lost Customers,75.0,High Risk,Win-Back Campaign
12530.0,60,9,3759.26,3,5,5,13,4.333333333333333,Potential Loyalists,20.0,Low Risk,Loyalty / Upsell Campaign
12531.0,15,2,1933.2,5,2,4,11,3.6666666666666665,New / Promising,20.0,Low Risk,Loyalty / Upsell Campaign
12532.0,30,1,349.83000000000004,4,1,2,7,2.3333333333333335,New / Promising,45.0,Medium Risk,Customer Engagement Campaign
12533.0,628,2,1367.89,1,2,4,7,2.3333333333333335,Lost Customers,60.0,High Risk,Win-Back Campaign
12534.0,131,1,1089.18,3,1,3,7,2.3333333333333335,Potential Loyalists,50.0,Medium Risk,Customer Engagement Campaign
12535.0,92,2,716.35,3,2,3,8,2.6666666666666665,Potential Loyalists,45.0,Medium Risk,Customer Engagement Campaign
12536.0,43,3,12601.830000000002,4,3,5,12,4.0,Loyal Customers,20.0,Low Risk,Loyalty / Upsell Campaign
12537.0,409,1,732.94,2,1,3,6,2.0,Lost Customers,60.0,High Risk,Win-Back Campaign
12538.0,29,2,640.45,4,2,3,9,3.0,New / Promising,35.0,Medium Risk,Customer Engagement Campaign
12539.0,22,7,11214.75,4,4,5,13,4.333333333333333,Champions,15.0,Low Risk,Loyalty / Upsell Campaign
12540.0,20,33,22254.49,4,5,5,14,4.666666666666667,Champions,10.0,Low Risk,Loyalty / Upsell Campaign
12541.0,30,3,981.18,4,3,3,10,3.3333333333333335,Loyal Customers,30.0,Low Risk,Loyalty / Upsell Campaign
12542.0,484,2,481.88,1,2,2,5,1.6666666666666667,Lost Customers,70.0,High Risk,Win-Back Campaign
12543.0,448,1,980.25,1,1,3,5,1.6666666666666667,Lost Customers,70.0,High Risk,Win-Back Campaign
12544.0,36,1,372.7,4,1,2,7,2.3333333333333335,New / Promising,45.0,Medium Risk,Customer Engagement Campaign
12545.0,75,2,1000.39,3,2,3,8,2.6666666666666665,Potential Loyalists,45.0,Medium Risk,Customer Engagement Campaign
12546.0,47,2,1161.5,4,2,3,9,3.0,New / Promising,35.0,Medium Risk,Customer Engagement Campaign
12547.0,198,3,383.58,2,3,2,7,2.3333333333333335,At Risk,55.0,Medium Risk,Customer Engagement Campaign
12548.0,166,1,95.19999999999999,3,1,1,5,1.6666666666666667,Potential Loyalists,60.0,High Risk,Win-Back Campaign
12549.0,576,6,1575.68,1,4,4,9,3.0,At Risk,50.0,Medium Risk,Customer Engagement Campaign
12550.0,79,1,964.83,3,1,3,7,2.3333333333333335,Potential Loyalists,50.0,Medium Risk,Customer Engagement Campaign
12551.0,358,1,168.0,2,1,1,4,1.3333333333333333,Lost Customers,70.0,High Risk,Win-Back Campaign
12552.0,39,2,437.82,4,2,2,8,2.6666666666666665,New / Promising,40.0,Medium Risk,Customer Engagement Campaign
12553.0,8,12,4608.75,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
12554.0,449,1,468.5,1,1,2,4,1.3333333333333333,Lost Customers,75.0,High Risk,Win-Back Campaign
12555.0,682,1,129.23,1,1,1,3,1.0,Lost Customers,80.0,High Risk,Win-Back Campaign
12556.0,50,2,599.56,4,2,2,8,2.6666666666666665,New / Promising,40.0,Medium Risk,Customer Engagement Campaign
12557.0,16,8,18096.14,5,4,5,14,4.666666666666667,Champions,5.0,Low Risk,Loyalty / Upsell Campaign
12558.0,8,1,269.96,5,1,1,7,2.3333333333333335,New / Promising,40.0,Medium Risk,Customer Engagement Campaign
12559.0,311,2,561.71,2,2,2,6,2.0,Lost Customers,60.0,High Risk,Win-Back Campaign
12560.0,5,3,2134.01,5,3,4,12,4.0,Loyal Customers,15.0,Low Risk,Loyalty / Upsell Campaign
12561.0,303,1,238.85,2,1,1,4,1.3333333333333333,Lost Customers,70.0,High Risk,Win-Back Campaign
12562.0,8,9,4966.92,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
12563.0,409,1,249.24,2,1,1,4,1.3333333333333333,Lost Customers,70.0,High Risk,Win-Back Campaign
12564.0,261,1,456.9,2,1,2,5,1.6666666666666667,Lost Customers,65.0,High Risk,Win-Back Campaign
12565.0,289,1,145.92,2,1,1,4,1.3333333333333333,Lost Customers,70.0,High Risk,Win-Back Campaign
12566.0,86,1,351.65,3,1,2,6,2.0,Potential Loyalists,55.0,Medium Risk,Customer Engagement Campaign
12567.0,23,15,11767.48,4,5,5,14,4.666666666666667,Champions,10.0,Low Risk,Loyalty / Upsell Campaign
12568.0,645,1,70.0,1,1,1,3,1.0,Lost Customers,80.0,High Risk,Win-Back Campaign
12569.0,2,32,4124.69,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
12570.0,682,1,77.52,1,1,1,3,1.0,Lost Customers,80.0,High Risk,Win-Back Campaign
12571.0,40,2,519.61,4,2,2,8,2.6666666666666665,New / Promising,40.0,Medium Risk,Customer Engagement Campaign
12572.0,9,2,1020.42,5,2,3,10,3.3333333333333335,New / Promising,25.0,Low Risk,Loyalty / Upsell Campaign
12573.0,227,5,717.41,2,4,3,9,3.0,At Risk,45.0,Medium Risk,Customer Engagement Campaign
12574.0,316,1,218.45,2,1,1,4,1.3333333333333333,Lost Customers,70.0,High Risk,Win-Back Campaign
12575.0,457,2,622.8199999999999,1,2,3,6,2.0,Lost Customers,65.0,High Risk,Win-Back Campaign
12576.0,36,8,2142.72,4,4,4,12,4.0,Champions,20.0,Low Risk,Loyalty / Upsell Campaign
12577.0,35,8,1617.1,4,4,4,12,4.0,Champions,20.0,Low Risk,Loyalty / Upsell Campaign
12578.0,21,4,4642.45,4,3,5,12,4.0,Loyal Customers,20.0,Low Risk,Loyalty / Upsell Campaign
12579.0,78,1,440.42,3,1,2,6,2.0,Potential Loyalists,55.0,Medium Risk,Customer Engagement Campaign
12580.0,247,2,1052.9,2,2,3,7,2.3333333333333335,Lost Customers,55.0,Medium Risk,Customer Engagement Campaign
12581.0,40,1,197.71,4,1,1,6,2.0,New / Promising,50.0,Medium Risk,Customer Engagement Campaign
12582.0,239,4,1980.4,2,3,4,9,3.0,At Risk,45.0,Medium Risk,Customer Engagement Campaign
12583.0,3,27,13591.58,5,5,5,15,5.0,Champions,0.0,Low Risk,Loyalty / Upsell Campaign
