Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Average,Customer_Segment,Recency_Risk,Frequency_Risk,Monetary_Risk,Risk_Score,Risk_Level
16280.0,725,1,238.05,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
16277.0,734,1,188.69,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
12606.0,682,1,21.0,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
12570.0,682,1,77.52,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
12568.0,645,1,70.0,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
12555.0,682,1,129.23,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
16267.0,591,1,186.66,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
16251.0,512,1,128.31,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
16238.0,423,1,63.66,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
16237.0,437,1,136.65,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
16219.0,501,1,40.8,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
12692.0,637,1,110.95,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
12661.0,436,1,162.0,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
12655.0,424,1,261.35,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
12636.0,739,1,141.0,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
16196.0,489,1,93.3,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
16165.0,505,1,79.9,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
16090.0,624,1,180.56,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
16082.0,670,1,106.75,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
16068.0,594,1,115.73,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
16064.0,725,1,109.31,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
16061.0,431,1,89.65,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
16051.0,682,1,188.44,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
16047.0,682,1,107.14,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
16046.0,562,1,235.78,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
16035.0,560,1,217.73,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
16028.0,596,1,82.2,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
16002.0,625,1,169.21,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15999.0,736,1,20.4,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15991.0,534,1,150.55,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
12751.0,445,1,268.27,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
12746.0,541,1,254.55,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15964.0,663,1,269.21000000000004,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15954.0,589,1,190.75,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15931.0,428,1,239.9,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15927.0,647,1,106.54,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15926.0,542,1,134.44,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15924.0,731,1,102.82,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15913.0,534,1,6.300000000000001,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15905.0,543,1,114.69,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15892.0,669,1,128.2,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15875.0,646,1,108.52,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15871.0,437,1,33.099999999999994,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15868.0,583,1,94.53,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15851.0,527,1,109.73,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
12776.0,668,1,55.5,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
12774.0,536,1,98.7,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
12773.0,564,1,124.25,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
12771.0,486,1,282.3,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
12768.0,451,1,168.69000000000003,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15848.0,622,1,137.99,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15833.0,738,1,80.4,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15788.0,509,1,221.82999999999998,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15772.0,418,1,280.88,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15761.0,443,1,143.05,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15742.0,619,1,156.87,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15731.0,554,1,125.3,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15698.0,624,1,46.2,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15697.0,690,1,246.75,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15693.0,659,1,37.5,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15688.0,419,1,190.57,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15686.0,420,1,90.0,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15685.0,450,1,55.980000000000004,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
12848.0,676,1,208.0,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
12846.0,682,1,15.58,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
12799.0,529,1,219.35,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15672.0,725,1,45.300000000000004,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15647.0,415,1,169.0,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15642.0,730,1,105.78000000000002,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15575.0,620,1,30.1,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15558.0,639,1,202.68,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15548.0,596,1,158.09,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15534.0,726,1,162.25,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15499.0,724,1,158.65,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15496.0,631,1,146.14000000000001,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15490.0,430,1,210.85,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15487.0,680,1,231.32,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15486.0,527,1,102.0,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15479.0,733,1,147.4,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15474.0,596,1,150.35,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15470.0,576,1,63.419999999999995,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
12894.0,575,1,157.35,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
12861.0,620,1,68.25,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
12860.0,693,1,54.22,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15455.0,598,1,38.25,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15431.0,503,1,153.24,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15409.0,721,1,131.25,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15375.0,690,1,60.959999999999994,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15371.0,662,1,59.400000000000006,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15352.0,549,1,111.15,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15340.0,562,1,105.5,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15338.0,677,1,277.93,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15324.0,701,1,140.22000000000003,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15317.0,677,1,129.75,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
12964.0,437,1,132.24,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
12959.0,484,1,150.95,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
12954.0,639,1,162.45,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
12934.0,737,1,181.65,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15305.0,555,1,93.6,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15295.0,654,1,207.04,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15294.0,411,1,233.35,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15293.0,666,1,247.5,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15284.0,500,1,24.75,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15273.0,600,1,228.96,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15250.0,641,1,60.0,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15231.0,621,1,250.26,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15229.0,586,1,160.5,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15209.0,730,1,178.98000000000002,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13009.0,673,1,234.0,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13007.0,580,1,175.25,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
12992.0,725,1,93.35000000000001,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
12969.0,603,1,122.45,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15166.0,468,1,167.16,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15112.0,611,1,209.4,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15082.0,669,1,93.35000000000001,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15072.0,479,1,187.51999999999998,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15056.0,520,1,113.64999999999999,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
15040.0,542,1,7.49,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14999.0,593,1,129.48000000000002,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14993.0,564,1,36.13,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14992.0,442,1,210.5,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14983.0,689,1,183.20000000000002,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14982.0,572,1,237.78,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14980.0,737,1,150.68,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14977.0,726,1,31.929999999999996,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14955.0,733,1,163.77,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14945.0,414,1,179.4,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13056.0,551,1,209.48,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13053.0,622,1,127.65,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13022.0,430,1,65.3,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14943.0,663,1,107.62,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14941.0,579,1,182.1,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14928.0,628,1,223.91000000000003,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14906.0,445,1,68.44,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14900.0,522,1,13.919999999999998,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14892.0,691,1,202.35000000000002,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14884.0,669,1,120.6,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14879.0,685,1,185.06,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14874.0,535,1,116.18,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14858.0,506,1,180.75,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14845.0,600,1,150.0,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14843.0,437,1,211.79999999999998,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14833.0,499,1,94.8,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13114.0,731,1,234.38,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13112.0,541,1,20.6,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13105.0,436,1,72.0,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13088.0,417,1,236.11,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13084.0,492,1,122.39999999999999,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13076.0,458,1,135.4,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13071.0,612,1,129.22,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13063.0,481,1,188.4,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14822.0,485,1,157.70000000000002,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14814.0,581,1,154.21,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14812.0,599,1,178.85,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14787.0,471,1,110.65,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14786.0,550,1,90.96,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13163.0,610,1,17.65,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13128.0,631,1,263.5,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13125.0,524,1,148.62,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13119.0,669,1,134.9,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14774.0,529,1,241.45,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14773.0,593,1,140.55,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14750.0,736,1,112.03,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14743.0,593,1,50.48,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14728.0,413,1,190.58,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14726.0,655,1,116.5,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14717.0,733,1,81.3,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14694.0,617,1,244.31,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14683.0,588,1,146.56,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14677.0,593,1,184.91,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14674.0,509,1,173.66,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14668.0,445,1,111.63,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14654.0,738,1,246.86,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14650.0,589,1,62.5,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14637.0,677,1,106.67999999999999,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14635.0,454,1,215.22,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13195.0,414,1,136.73,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13191.0,658,1,164.69,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13180.0,607,1,86.10000000000001,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14613.0,680,1,76.32000000000001,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14604.0,633,1,143.85999999999999,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14602.0,656,1,205.35999999999999,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14596.0,627,1,222.22000000000003,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14588.0,578,1,135.39,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14580.0,518,1,14.850000000000001,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14579.0,432,1,105.56,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14574.0,733,1,143.70000000000002,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14571.0,425,1,160.0,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13257.0,436,1,149.75,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13241.0,412,1,112.53,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13222.0,577,1,88.5,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13219.0,618,1,76.23,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14521.0,491,1,199.45000000000002,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14516.0,516,1,151.17,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14509.0,534,1,110.95,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14468.0,734,1,204.24,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14445.0,456,1,221.65,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14444.0,456,1,120.44,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14435.0,502,1,90.42,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14433.0,466,1,280.7,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14394.0,565,1,93.8,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14392.0,432,1,266.4,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14391.0,577,1,135.6,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13312.0,451,1,124.75,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13306.0,430,1,53.65,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
13290.0,438,1,208.63,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14384.0,501,1,58.5,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14380.0,682,1,48.96,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14378.0,622,1,131.25,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14376.0,683,1,215.46,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14374.0,541,1,108.0,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14366.0,525,1,136.0,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14361.0,579,1,214.70999999999998,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14347.0,737,1,82.6,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14330.0,624,1,200.63,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14325.0,570,1,245.48000000000002,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14318.0,460,1,158.02,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14274.0,686,1,256.6,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
14266.0,428,1,40.56,1,1,1,3,1.0,Lost Customers,0.8,0.8,0.8,80.0,High Risk
